timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes
1650421445,0.0,0.0003805332857142,0.0,1.2308359146118164e-05,1.2159347534179688e-05,2694.285714285714,266.2857142857143
1650421446,0.0,0.0003805332857142,0.0,1.2308359146118164e-05,1.2159347534179688e-05,2694.285714285714,266.2857142857143
1650421447,0.0,0.0003805332857142,0.0,1.2308359146118164e-05,1.2159347534179688e-05,2694.285714285714,266.2857142857143
1650421448,0.0,0.0003805332857142,0.0,1.2308359146118164e-05,1.2159347534179688e-05,2694.285714285714,266.2857142857143
1650421449,0.0,0.0003805332857142,0.0,1.2308359146118164e-05,1.2159347534179688e-05,2694.285714285714,266.2857142857143
1650421450,0.0,0.0003805332857142,0.0,1.2308359146118164e-05,1.2159347534179688e-05,2694.285714285714,266.2857142857143
1650421451,0.0,0.0003805332857142,0.0,1.2308359146118164e-05,1.2159347534179688e-05,2694.285714285714,266.2857142857143
1650421452,0.0,0.0003805332857142,0.0,1.2308359146118164e-05,1.2159347534179688e-05,2694.285714285714,266.2857142857143
1650421453,0.0,0.000232185,0.0,1.2308359146118164e-05,1.2159347534179688e-05,263.5,109.0
1650421454,0.0,0.000742999,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1055.0,436.0
1650421455,0.0,0.000742999,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1055.0,436.0
1650421456,0.005,0.000401497,0.0,1.2308359146118164e-05,1.2159347534179688e-05,395.5,506.0
1650421457,0.0,0.000565068,0.0,1.2308359146118164e-05,1.2159347534179688e-05,800.0,358.0
1650421458,0.0,0.000534025,0.0,1.2308359146118164e-05,1.2159347534179688e-05,791.0,525.0
1650421459,0.0,0.000534025,0.0,1.2308359146118164e-05,1.2159347534179688e-05,791.0,525.0
1650421460,0.0,0.0003950505,0.0,1.2308359146118164e-05,1.2159347534179688e-05,527.5,218.0
1650421461,0.0,0.0003950505,0.0,1.2308359146118164e-05,1.2159347534179688e-05,527.5,218.0
1650421462,0.0,0.0002425185,0.0,1.2308359146118164e-05,1.2159347534179688e-05,417.0,184.5
1650421463,0.0,0.0002425185,0.0,1.2308359146118164e-05,1.2159347534179688e-05,417.0,184.5
1650421464,0.0,0.000162021,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421465,0.0,0.000159466,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421466,0.0,0.000698042,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,805.0
1650421467,0.0,0.000698042,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,805.0
1650421468,0.0,0.0002104435,0.0,1.2159347534179688e-05,1.2010335922241213e-05,330.0,109.0
1650421469,0.0,0.000594783,0.0,1.2308359146118164e-05,1.2159347534179688e-05,667.0,424.0
1650421470,0.0,0.000783343,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1055.0,568.0
1650421471,0.0,0.000215209,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421472,0.0,0.000215209,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421473,0.0,0.0003521565,0.0,1.2308359146118164e-05,1.2159347534179688e-05,395.5,163.5
1650421474,0.0,0.0003521565,0.0,1.2308359146118164e-05,1.2159347534179688e-05,395.5,163.5
1650421475,0.0,0.0004213065,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421476,0.0,0.000424128,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,1010.0
1650421477,0.0,0.000424128,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,1010.0
1650421478,0.0,0.000176836,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421479,0.0,0.000813905,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1064.0,533.0
1650421480,0.0,0.000813905,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1064.0,533.0
1650421481,0.0,0.000230978,0.0,1.2308359146118164e-05,1.2159347534179688e-05,396.0,229.5
1650421482,0.0,0.000230978,0.0,1.2308359146118164e-05,1.2159347534179688e-05,396.0,229.5
1650421483,0.0,0.0002685025,0.0,1.2308359146118164e-05,1.2159347534179688e-05,396.0,163.5
1650421484,0.0,0.000486694,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421485,0.0,0.000486694,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421486,0.0,0.0003220215,0.0,1.2308359146118164e-05,1.2159347534179688e-05,396.0,297.5
1650421487,0.0,0.000569956,0.0,1.2308359146118164e-05,1.2159347534179688e-05,791.0,327.0
1650421488,0.0,0.00064179,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421489,0.0,0.00064179,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421490,0.005,0.0003343705,0.0,1.2308359146118164e-05,1.2159347534179688e-05,399.5,179.0
1650421491,0.005,0.0003343705,0.0,1.2308359146118164e-05,1.2159347534179688e-05,399.5,179.0
1650421492,0.0,0.0003277465,0.0,1.2308359146118164e-05,1.2159347534179688e-05,548.5,338.0
1650421493,0.0,0.000660307,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421494,0.0,0.000660307,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421495,0.0,0.000264539,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421496,0.0,0.000651128,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,1333.0
1650421497,0.0,0.000511527,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421498,0.0,0.000486691,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421499,0.0,0.000486691,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421500,0.0,0.0002290935,0.0,1.2159347534179688e-05,1.2010335922241213e-05,329.5,109.0
1650421501,0.0,0.000664532,0.0,1.2308359146118164e-05,1.2159347534179688e-05,931.0,599.0
1650421502,0.0,0.000664532,0.0,1.2308359146118164e-05,1.2159347534179688e-05,931.0,599.0
1650421503,0.0,0.000441291,0.0,1.2308359146118164e-05,1.2159347534179688e-05,659.0,305.5
1650421504,0.0,0.000183066,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421505,0.0,0.000183066,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421506,0.0,0.0002872595,0.0,1.2308359146118164e-05,1.2159347534179688e-05,396.0,402.0
1650421507,0.0,0.000472655,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421508,0.0,0.000472655,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,327.0
1650421509,0.0,0.0001951185,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,109.0
1650421510,0.0,0.000409382,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421511,0.0,0.000409382,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421512,0.0,0.000451745,0.0,1.2308359146118164e-05,1.2159347534179688e-05,664.0,354.0
1650421513,0.0,0.00060319,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,393.0
1650421514,0.0,0.00060319,0.0,1.2308359146118164e-05,1.2159347534179688e-05,792.0,393.0
1650421515,0.0,0.000337061,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421516,0.0,0.000337061,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421517,0.0,0.0003081165,0.0,1.2308359146118164e-05,1.2159347534179688e-05,263.5,347.0
1650421518,0.0,0.000930046,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1320.0,545.0
1650421519,0.0,0.000930046,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1320.0,545.0
1650421520,0.0,0.000308724,0.0,1.2308359146118164e-05,1.2159347534179688e-05,396.0,163.5
1650421521,0.0,0.000308724,0.0,1.2308359146118164e-05,1.2159347534179688e-05,396.0,163.5
1650421522,0.005,0.0002556965,0.0,1.2159347534179688e-05,1.2010335922241213e-05,349.5,130.0
1650421523,0.0,0.000666517,0.0,1.2308359146118164e-05,1.2159347534179688e-05,931.0,599.0
1650421524,0.0,0.000666517,0.0,1.2308359146118164e-05,1.2159347534179688e-05,931.0,599.0
1650421525,0.0,0.000172109,0.0,1.2308359146118164e-05,1.2159347534179688e-05,263.5,142.0
1650421526,0.0,0.000172109,0.0,1.2308359146118164e-05,1.2159347534179688e-05,263.5,142.0
1650421527,0.0,0.0003060445,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,451.5
1650421528,0.0,0.000322229,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421529,0.0,0.000389302,0.0,1.2308359146118164e-05,1.2159347534179688e-05,527.0,218.0
1650421530,0.01,0.000667534,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1054.0,436.0
1650421531,0.01,0.000667534,0.0,1.2308359146118164e-05,1.2159347534179688e-05,1054.0,436.0
1650421532,0.0,0.0003493175,0.0,1.2159347534179688e-05,1.2010335922241213e-05,462.0,163.5
1650421533,0.0,0.0003493175,0.0,1.2159347534179688e-05,1.2010335922241213e-05,462.0,163.5
1650421534,0.0,0.000355297,0.0,1.2308359146118164e-05,1.2159347534179688e-05,465.5,299.5
1650421535,0.0,0.000355297,0.0,1.2308359146118164e-05,1.2159347534179688e-05,465.5,299.5
1650421536,0.0,0.000408689,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,251.0
1650421537,0.0,0.000408689,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,251.0
1650421538,0.0,0.0002815295,0.0,1.2308359146118164e-05,1.2159347534179688e-05,264.0,349.0
1650421539,0.0,0.000494349,0.0,1.2308359146118164e-05,1.2159347534179688e-05,526.0,218.0
1650421540,0.0,0.000315269,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
1650421541,0.0,0.000315269,0.0,1.2308359146118164e-05,1.2159347534179688e-05,528.0,218.0
