timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes
1650421445,0.0,0.000148899,0.0,2.041459083557129e-05,2.026557922363281e-05,260.0,102.0
1650421446,0.0,0.000148899,0.0,2.041459083557129e-05,2.026557922363281e-05,260.0,102.0
1650421447,0.0,0.000148899,0.0,2.041459083557129e-05,2.026557922363281e-05,260.0,102.0
1650421448,0.0,0.000148899,0.0,2.041459083557129e-05,2.026557922363281e-05,260.0,102.0
1650421449,0.0,0.000148899,0.0,2.041459083557129e-05,2.026557922363281e-05,260.0,102.0
1650421450,0.0,0.000148899,0.0,2.041459083557129e-05,2.026557922363281e-05,260.0,102.0
1650421451,0.0,0.000771726,0.0,2.041459083557129e-05,2.026557922363281e-05,1479.0,642.0
1650421452,0.0,0.000771726,0.0,2.041459083557129e-05,2.026557922363281e-05,1479.0,642.0
1650421453,0.0,0.0002162415,0.0,2.041459083557129e-05,2.026557922363281e-05,281.5,123.0
1650421454,0.0,0.000676079,0.0,2.041459083557129e-05,2.026557922363281e-05,1043.0,408.0
1650421455,0.0,0.000676079,0.0,2.041459083557129e-05,2.026557922363281e-05,1043.0,408.0
1650421456,0.0,0.0003571965,0.0,2.041459083557129e-05,2.026557922363281e-05,584.0,248.0
1650421457,0.0,0.0003571965,0.0,2.041459083557129e-05,2.026557922363281e-05,584.0,248.0
1650421458,0.0,0.0004034645,0.0,2.041459083557129e-05,2.026557922363281e-05,527.5,538.0
1650421459,0.0,0.0004034645,0.0,2.041459083557129e-05,2.026557922363281e-05,527.5,538.0
1650421460,0.0,0.000536283,0.0,2.041459083557129e-05,2.026557922363281e-05,782.5,372.0
1650421461,0.0,0.000536283,0.0,2.041459083557129e-05,2.026557922363281e-05,782.5,372.0
1650421462,0.0,0.0001422385,0.0,2.041459083557129e-05,2.026557922363281e-05,261.0,102.0
1650421463,0.01,0.000324309,0.0,2.041459083557129e-05,2.026557922363281e-05,522.0,204.0
1650421464,0.01,0.000324309,0.0,2.041459083557129e-05,2.026557922363281e-05,522.0,204.0
1650421465,0.0,0.000148915,0.0,2.041459083557129e-05,2.026557922363281e-05,261.0,102.0
1650421466,0.0,0.000809199,0.01,2.041459083557129e-05,2.026557922363281e-05,1168.0,496.0
1650421467,0.0,0.000809199,0.01,2.041459083557129e-05,2.026557922363281e-05,1168.0,496.0
1650421468,0.0,0.00025637,0.0,2.023577690124512e-05,2.008676528930664e-05,327.0,334.5
1650421469,0.0,0.001097109,0.0,2.041459083557129e-05,2.026557922363281e-05,1442.0,848.0
1650421470,0.0,0.001097109,0.0,2.041459083557129e-05,2.026557922363281e-05,1442.0,848.0
