timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes
1650161565,0.0,0.000355283,0.0,1.1026859283447266e-05,1.0877847671508787e-05,540.0,284.3333333333333
1650161566,0.0,0.000355283,0.0,1.1026859283447266e-05,1.0877847671508787e-05,540.0,284.3333333333333
1650161567,0.0,0.000355283,0.0,1.1026859283447266e-05,1.0877847671508787e-05,540.0,284.3333333333333
1650161568,0.0,0.000355283,0.0,1.1026859283447266e-05,1.0877847671508787e-05,540.0,284.3333333333333
1650161569,0.0,0.00033641,0.0,1.1026859283447266e-05,1.0877847671508787e-05,539.0,206.0
1650161570,0.0,0.000288835,0.0,1.1026859283447266e-05,1.0877847671508787e-05,539.0,206.0
1650161571,0.0,0.000288835,0.0,1.1026859283447266e-05,1.0877847671508787e-05,539.0,206.0
1650161572,0.0,0.0001412575,0.0,1.1026859283447266e-05,1.0877847671508787e-05,270.0,103.0
1650161573,0.0,0.0001412575,0.0,1.1026859283447266e-05,1.0877847671508787e-05,270.0,103.0
1650161574,0.0,0.000263655,0.0,1.1026859283447266e-05,1.0877847671508787e-05,269.5,433.0
1650161575,0.0,0.000427544,0.0,1.1026859283447266e-05,1.0877847671508787e-05,810.0,309.0
1650161576,0.0,0.000427544,0.0,1.1026859283447266e-05,1.0877847671508787e-05,810.0,309.0
1650161577,0.0,0.0002833135,0.0,1.0848045349121094e-05,1.0699033737182615e-05,606.0,206.0
1650161578,0.0,0.0002833135,0.0,1.0848045349121094e-05,1.0699033737182615e-05,606.0,206.0
1650161579,0.0,0.0002188135,0.0,1.1026859283447266e-05,1.0877847671508787e-05,360.5,227.0
1650161580,0.0,0.00072371,0.0,1.1026859283447266e-05,1.0877847671508787e-05,1080.0,544.0
1650161581,0.01,0.000539259,0.0,1.1026859283447266e-05,1.0877847671508787e-05,810.0,309.0
1650161582,0.01,0.000539259,0.0,1.1026859283447266e-05,1.0877847671508787e-05,810.0,309.0
1650161583,0.0,0.0001708415,0.0,1.1026859283447266e-05,1.0877847671508787e-05,270.0,103.0
1650161584,0.0,0.000550832,0.0,1.1026859283447266e-05,1.0877847671508787e-05,810.0,865.0
1650161585,0.0,0.00014275,0.0,1.1026859283447266e-05,1.0877847671508787e-05,270.0,103.0
1650161586,0.0,0.00014275,0.0,1.1026859283447266e-05,1.0877847671508787e-05,270.0,103.0
1650161587,0.0,0.0001611075,0.0,1.1026859283447266e-05,1.0877847671508787e-05,269.5,103.0
1650161588,0.0,0.000465908,0.01,1.0848045349121094e-05,1.0699033737182615e-05,671.0,206.0
1650161589,0.0,0.000508941,0.0,1.1026859283447266e-05,1.0877847671508787e-05,950.0,581.0
1650161590,0.0,0.000508941,0.0,1.1026859283447266e-05,1.0877847671508787e-05,950.0,581.0
1650161591,0.0,0.000188934,0.0,1.1026859283447266e-05,1.0877847671508787e-05,270.0,136.0
1650161592,0.0,0.000188934,0.0,1.1026859283447266e-05,1.0877847671508787e-05,270.0,136.0
1650161593,0.0,0.0004021515,0.0,1.1026859283447266e-05,1.0877847671508787e-05,810.0,309.0
1650161594,0.0,0.000257087,0.0,1.1026859283447266e-05,1.0877847671508787e-05,270.0,763.0
1650161595,0.0,0.000366251,0.0,1.1026859283447266e-05,1.0877847671508787e-05,540.0,206.0
1650161596,0.0,0.000366251,0.0,1.1026859283447266e-05,1.0877847671508787e-05,540.0,206.0
1650161597,0.0,0.000216517,0.0,1.1026859283447266e-05,1.0877847671508787e-05,405.0,154.5
1650161598,0.0,0.000216517,0.0,1.1026859283447266e-05,1.0877847671508787e-05,405.0,154.5
1650161599,0.0,0.000395016,0.0,1.1026859283447266e-05,1.0877847671508787e-05,541.0,224.5
1650161600,0.0,0.000258949,0.0,1.1026859283447266e-05,1.0877847671508787e-05,540.0,338.0
1650161601,0.0,0.000374699,0.0,1.1026859283447266e-05,1.0877847671508787e-05,809.0,375.0
1650161602,0.0,0.000374699,0.0,1.1026859283447266e-05,1.0877847671508787e-05,809.0,375.0
1650161603,0.0,0.0002272335,0.0,1.1026859283447266e-05,1.0877847671508787e-05,403.5,154.5
1650161604,0.0,0.0002272335,0.0,1.1026859283447266e-05,1.0877847671508787e-05,403.5,154.5
1650161605,0.0,0.0001928055,0.0,1.1026859283447266e-05,1.0877847671508787e-05,269.0,331.5
1650161606,0.0,0.000351576,0.0,1.1026859283447266e-05,1.0877847671508787e-05,540.0,206.0
1650161607,0.0,0.000503936,0.0,1.1026859283447266e-05,1.0877847671508787e-05,809.0,309.0
1650161608,0.0,0.000503936,0.0,1.1026859283447266e-05,1.0877847671508787e-05,809.0,309.0
1650161609,0.0,0.0003226665,0.0,1.0848045349121094e-05,1.0699033737182615e-05,626.5,227.0
